feature_idx,cv_scores,avg_score,feature_names
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49)",[0.00102249 0.         0.        ],0.00034083162917518747,"('gender', 'age', 'time_in_hospital', 'num_lab_procedures', 'num_procedures', 'num_medications', 'number_diagnoses', 'metformin', 'repaglinide', 'nateglinide', 'glimepiride', 'glipizide', 'glyburide', 'pioglitazone', 'rosiglitazone', 'insulin', 'glyburide_metformin', 'diabetesMed', 'preceding_year_visits', 'number_changes', 'race_Asian', 'race_Caucasian', 'race_Hispanic', 'race_Other', 'discharge_disposition_id_Discharged_to_home_with_home_health_service', 'discharge_disposition_id_Left_AMA', 'discharge_disposition_id_Not_Available', 'discharge_disposition_id_Still_patient_referred_to_this_institution', 'admission_source_id_Not_Available', 'admission_source_id_Referral', 'admission_source_id_Transferred_from_another_health_care_facility', 'diag_1_Circulatory', 'diag_1_Congenital_Anomalies', 'diag_1_Diabetes', 'diag_1_Digestive', 'diag_1_Endocrine__Nutritional__Metabolic__Immunity', 'diag_1_External_causes_of_injury', 'diag_1_Genitourinary', 'diag_1_Infectious_and_Parasitic', 'diag_1_Injury_and_Poisoning', 'diag_1_Mental_Disorders', 'diag_1_Musculoskeletal_System_and_Connective_Tissue', 'diag_1_Neoplasms', 'diag_1_Nervous', 'diag_1_Other_Symptoms', 'diag_1_Pregnancy__Childbirth', 'diag_1_Respiratory', 'diag_1_Sense_Organs', 'diag_1_Skin_and_Subcutaneous_Tissue')"
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50)",[0.00102249 0.         0.        ],0.00034083162917518747,"('gender', 'age', 'time_in_hospital', 'num_lab_procedures', 'num_procedures', 'num_medications', 'number_diagnoses', 'metformin', 'repaglinide', 'nateglinide', 'glimepiride', 'glipizide', 'glyburide', 'pioglitazone', 'rosiglitazone', 'insulin', 'glyburide_metformin', 'diabetesMed', 'preceding_year_visits', 'number_changes', 'race_Asian', 'race_Caucasian', 'race_Hispanic', 'race_Other', 'discharge_disposition_id_Discharged_to_home_with_home_health_service', 'discharge_disposition_id_Left_AMA', 'discharge_disposition_id_Not_Available', 'discharge_disposition_id_Still_patient_referred_to_this_institution', 'admission_source_id_Not_Available', 'admission_source_id_Referral', 'admission_source_id_Transferred_from_another_health_care_facility', 'diag_1_Circulatory', 'diag_1_Congenital_Anomalies', 'diag_1_Diabetes', 'diag_1_Digestive', 'diag_1_Endocrine__Nutritional__Metabolic__Immunity', 'diag_1_External_causes_of_injury', 'diag_1_Genitourinary', 'diag_1_Infectious_and_Parasitic', 'diag_1_Injury_and_Poisoning', 'diag_1_Mental_Disorders', 'diag_1_Musculoskeletal_System_and_Connective_Tissue', 'diag_1_Neoplasms', 'diag_1_Nervous', 'diag_1_Other_Symptoms', 'diag_1_Pregnancy__Childbirth', 'diag_1_Respiratory', 'diag_1_Sense_Organs', 'diag_1_Skin_and_Subcutaneous_Tissue', 'diag_2_Circulatory')"
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71)",[0.00102249 0.         0.        ],0.00034083162917518747,"('gender', 'age', 'time_in_hospital', 'num_lab_procedures', 'num_procedures', 'num_medications', 'number_diagnoses', 'metformin', 'repaglinide', 'nateglinide', 'glimepiride', 'glipizide', 'glyburide', 'pioglitazone', 'rosiglitazone', 'insulin', 'glyburide_metformin', 'diabetesMed', 'preceding_year_visits', 'number_changes', 'race_Asian', 'race_Caucasian', 'race_Hispanic', 'race_Other', 'discharge_disposition_id_Discharged_to_home_with_home_health_service', 'discharge_disposition_id_Left_AMA', 'discharge_disposition_id_Not_Available', 'discharge_disposition_id_Still_patient_referred_to_this_institution', 'discharge_disposition_id_Transferred_to_another_medical_facility', 'admission_source_id_Not_Available', 'admission_source_id_Referral', 'admission_source_id_Transferred_from_another_health_care_facility', 'diag_1_Circulatory', 'diag_1_Congenital_Anomalies', 'diag_1_Diabetes', 'diag_1_Digestive', 'diag_1_Endocrine__Nutritional__Metabolic__Immunity', 'diag_1_External_causes_of_injury', 'diag_1_Genitourinary', 'diag_1_Infectious_and_Parasitic', 'diag_1_Injury_and_Poisoning', 'diag_1_Mental_Disorders', 'diag_1_Musculoskeletal_System_and_Connective_Tissue', 'diag_1_Neoplasms', 'diag_1_Nervous', 'diag_1_Other_Symptoms', 'diag_1_Pregnancy__Childbirth', 'diag_1_Respiratory', 'diag_1_Sense_Organs', 'diag_1_Skin_and_Subcutaneous_Tissue', 'diag_2_Circulatory', 'diag_2_Congenital_Anomalies', 'diag_2_Diabetes', 'diag_2_Digestive', 'diag_2_Endocrine__Nutritional__Metabolic__Immunity', 'diag_2_External_causes_of_injury', 'diag_2_Genitourinary', 'diag_2_Infectious_and_Parasitic', 'diag_2_Injury_and_Poisoning', 'diag_2_Mental_Disorders', 'diag_2_Musculoskeletal_System_and_Connective_Tissue', 'diag_2_Neoplasms', 'diag_2_Nervous', 'diag_2_Not_Required', 'diag_2_Other_Symptoms', 'diag_2_Pregnancy__Childbirth', 'diag_2_Respiratory', 'diag_2_Sense_Organs', 'diag_2_Skin_and_Subcutaneous_Tissue', 'diag_3_Circulatory', 'diag_3_Congenital_Anomalies', 'diag_3_Diabetes')"
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70)",[0.00102249 0.         0.        ],0.00034083162917518747,"('gender', 'age', 'time_in_hospital', 'num_lab_procedures', 'num_procedures', 'num_medications', 'number_diagnoses', 'metformin', 'repaglinide', 'nateglinide', 'glimepiride', 'glipizide', 'glyburide', 'pioglitazone', 'rosiglitazone', 'insulin', 'glyburide_metformin', 'diabetesMed', 'preceding_year_visits', 'number_changes', 'race_Asian', 'race_Caucasian', 'race_Hispanic', 'race_Other', 'discharge_disposition_id_Discharged_to_home_with_home_health_service', 'discharge_disposition_id_Left_AMA', 'discharge_disposition_id_Not_Available', 'discharge_disposition_id_Still_patient_referred_to_this_institution', 'discharge_disposition_id_Transferred_to_another_medical_facility', 'admission_source_id_Not_Available', 'admission_source_id_Referral', 'admission_source_id_Transferred_from_another_health_care_facility', 'diag_1_Circulatory', 'diag_1_Congenital_Anomalies', 'diag_1_Diabetes', 'diag_1_Digestive', 'diag_1_Endocrine__Nutritional__Metabolic__Immunity', 'diag_1_External_causes_of_injury', 'diag_1_Genitourinary', 'diag_1_Infectious_and_Parasitic', 'diag_1_Injury_and_Poisoning', 'diag_1_Mental_Disorders', 'diag_1_Musculoskeletal_System_and_Connective_Tissue', 'diag_1_Neoplasms', 'diag_1_Nervous', 'diag_1_Other_Symptoms', 'diag_1_Pregnancy__Childbirth', 'diag_1_Respiratory', 'diag_1_Sense_Organs', 'diag_1_Skin_and_Subcutaneous_Tissue', 'diag_2_Circulatory', 'diag_2_Congenital_Anomalies', 'diag_2_Diabetes', 'diag_2_Digestive', 'diag_2_Endocrine__Nutritional__Metabolic__Immunity', 'diag_2_External_causes_of_injury', 'diag_2_Genitourinary', 'diag_2_Infectious_and_Parasitic', 'diag_2_Injury_and_Poisoning', 'diag_2_Mental_Disorders', 'diag_2_Musculoskeletal_System_and_Connective_Tissue', 'diag_2_Neoplasms', 'diag_2_Nervous', 'diag_2_Not_Required', 'diag_2_Other_Symptoms', 'diag_2_Pregnancy__Childbirth', 'diag_2_Respiratory', 'diag_2_Sense_Organs', 'diag_2_Skin_and_Subcutaneous_Tissue', 'diag_3_Circulatory', 'diag_3_Congenital_Anomalies')"
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69)",[0.00102249 0.         0.        ],0.00034083162917518747,"('gender', 'age', 'time_in_hospital', 'num_lab_procedures', 'num_procedures', 'num_medications', 'number_diagnoses', 'metformin', 'repaglinide', 'nateglinide', 'glimepiride', 'glipizide', 'glyburide', 'pioglitazone', 'rosiglitazone', 'insulin', 'glyburide_metformin', 'diabetesMed', 'preceding_year_visits', 'number_changes', 'race_Asian', 'race_Caucasian', 'race_Hispanic', 'race_Other', 'discharge_disposition_id_Discharged_to_home_with_home_health_service', 'discharge_disposition_id_Left_AMA', 'discharge_disposition_id_Not_Available', 'discharge_disposition_id_Still_patient_referred_to_this_institution', 'discharge_disposition_id_Transferred_to_another_medical_facility', 'admission_source_id_Not_Available', 'admission_source_id_Referral', 'admission_source_id_Transferred_from_another_health_care_facility', 'diag_1_Circulatory', 'diag_1_Congenital_Anomalies', 'diag_1_Diabetes', 'diag_1_Digestive', 'diag_1_Endocrine__Nutritional__Metabolic__Immunity', 'diag_1_External_causes_of_injury', 'diag_1_Genitourinary', 'diag_1_Infectious_and_Parasitic', 'diag_1_Injury_and_Poisoning', 'diag_1_Mental_Disorders', 'diag_1_Musculoskeletal_System_and_Connective_Tissue', 'diag_1_Neoplasms', 'diag_1_Nervous', 'diag_1_Other_Symptoms', 'diag_1_Pregnancy__Childbirth', 'diag_1_Respiratory', 'diag_1_Sense_Organs', 'diag_1_Skin_and_Subcutaneous_Tissue', 'diag_2_Circulatory', 'diag_2_Congenital_Anomalies', 'diag_2_Diabetes', 'diag_2_Digestive', 'diag_2_Endocrine__Nutritional__Metabolic__Immunity', 'diag_2_External_causes_of_injury', 'diag_2_Genitourinary', 'diag_2_Infectious_and_Parasitic', 'diag_2_Injury_and_Poisoning', 'diag_2_Mental_Disorders', 'diag_2_Musculoskeletal_System_and_Connective_Tissue', 'diag_2_Neoplasms', 'diag_2_Nervous', 'diag_2_Not_Required', 'diag_2_Other_Symptoms', 'diag_2_Pregnancy__Childbirth', 'diag_2_Respiratory', 'diag_2_Sense_Organs', 'diag_2_Skin_and_Subcutaneous_Tissue', 'diag_3_Circulatory')"
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68)",[0.00102249 0.         0.        ],0.00034083162917518747,"('gender', 'age', 'time_in_hospital', 'num_lab_procedures', 'num_procedures', 'num_medications', 'number_diagnoses', 'metformin', 'repaglinide', 'nateglinide', 'glimepiride', 'glipizide', 'glyburide', 'pioglitazone', 'rosiglitazone', 'insulin', 'glyburide_metformin', 'diabetesMed', 'preceding_year_visits', 'number_changes', 'race_Asian', 'race_Caucasian', 'race_Hispanic', 'race_Other', 'discharge_disposition_id_Discharged_to_home_with_home_health_service', 'discharge_disposition_id_Left_AMA', 'discharge_disposition_id_Not_Available', 'discharge_disposition_id_Still_patient_referred_to_this_institution', 'discharge_disposition_id_Transferred_to_another_medical_facility', 'admission_source_id_Not_Available', 'admission_source_id_Referral', 'admission_source_id_Transferred_from_another_health_care_facility', 'diag_1_Circulatory', 'diag_1_Congenital_Anomalies', 'diag_1_Diabetes', 'diag_1_Digestive', 'diag_1_Endocrine__Nutritional__Metabolic__Immunity', 'diag_1_External_causes_of_injury', 'diag_1_Genitourinary', 'diag_1_Infectious_and_Parasitic', 'diag_1_Injury_and_Poisoning', 'diag_1_Mental_Disorders', 'diag_1_Musculoskeletal_System_and_Connective_Tissue', 'diag_1_Neoplasms', 'diag_1_Nervous', 'diag_1_Other_Symptoms', 'diag_1_Pregnancy__Childbirth', 'diag_1_Respiratory', 'diag_1_Sense_Organs', 'diag_1_Skin_and_Subcutaneous_Tissue', 'diag_2_Circulatory', 'diag_2_Congenital_Anomalies', 'diag_2_Diabetes', 'diag_2_Digestive', 'diag_2_Endocrine__Nutritional__Metabolic__Immunity', 'diag_2_External_causes_of_injury', 'diag_2_Genitourinary', 'diag_2_Infectious_and_Parasitic', 'diag_2_Injury_and_Poisoning', 'diag_2_Mental_Disorders', 'diag_2_Musculoskeletal_System_and_Connective_Tissue', 'diag_2_Neoplasms', 'diag_2_Nervous', 'diag_2_Not_Required', 'diag_2_Other_Symptoms', 'diag_2_Pregnancy__Childbirth', 'diag_2_Respiratory', 'diag_2_Sense_Organs', 'diag_2_Skin_and_Subcutaneous_Tissue')"
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67)",[0.00102249 0.         0.        ],0.00034083162917518747,"('gender', 'age', 'time_in_hospital', 'num_lab_procedures', 'num_procedures', 'num_medications', 'number_diagnoses', 'metformin', 'repaglinide', 'nateglinide', 'glimepiride', 'glipizide', 'glyburide', 'pioglitazone', 'rosiglitazone', 'insulin', 'glyburide_metformin', 'diabetesMed', 'preceding_year_visits', 'number_changes', 'race_Asian', 'race_Caucasian', 'race_Hispanic', 'race_Other', 'discharge_disposition_id_Discharged_to_home_with_home_health_service', 'discharge_disposition_id_Left_AMA', 'discharge_disposition_id_Not_Available', 'discharge_disposition_id_Still_patient_referred_to_this_institution', 'discharge_disposition_id_Transferred_to_another_medical_facility', 'admission_source_id_Not_Available', 'admission_source_id_Referral', 'admission_source_id_Transferred_from_another_health_care_facility', 'diag_1_Circulatory', 'diag_1_Congenital_Anomalies', 'diag_1_Diabetes', 'diag_1_Digestive', 'diag_1_Endocrine__Nutritional__Metabolic__Immunity', 'diag_1_External_causes_of_injury', 'diag_1_Genitourinary', 'diag_1_Infectious_and_Parasitic', 'diag_1_Injury_and_Poisoning', 'diag_1_Mental_Disorders', 'diag_1_Musculoskeletal_System_and_Connective_Tissue', 'diag_1_Neoplasms', 'diag_1_Nervous', 'diag_1_Other_Symptoms', 'diag_1_Pregnancy__Childbirth', 'diag_1_Respiratory', 'diag_1_Sense_Organs', 'diag_1_Skin_and_Subcutaneous_Tissue', 'diag_2_Circulatory', 'diag_2_Congenital_Anomalies', 'diag_2_Diabetes', 'diag_2_Digestive', 'diag_2_Endocrine__Nutritional__Metabolic__Immunity', 'diag_2_External_causes_of_injury', 'diag_2_Genitourinary', 'diag_2_Infectious_and_Parasitic', 'diag_2_Injury_and_Poisoning', 'diag_2_Mental_Disorders', 'diag_2_Musculoskeletal_System_and_Connective_Tissue', 'diag_2_Neoplasms', 'diag_2_Nervous', 'diag_2_Not_Required', 'diag_2_Other_Symptoms', 'diag_2_Pregnancy__Childbirth', 'diag_2_Respiratory', 'diag_2_Sense_Organs')"
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66)",[0.00102249 0.         0.        ],0.00034083162917518747,"('gender', 'age', 'time_in_hospital', 'num_lab_procedures', 'num_procedures', 'num_medications', 'number_diagnoses', 'metformin', 'repaglinide', 'nateglinide', 'glimepiride', 'glipizide', 'glyburide', 'pioglitazone', 'rosiglitazone', 'insulin', 'glyburide_metformin', 'diabetesMed', 'preceding_year_visits', 'number_changes', 'race_Asian', 'race_Caucasian', 'race_Hispanic', 'race_Other', 'discharge_disposition_id_Discharged_to_home_with_home_health_service', 'discharge_disposition_id_Left_AMA', 'discharge_disposition_id_Not_Available', 'discharge_disposition_id_Still_patient_referred_to_this_institution', 'discharge_disposition_id_Transferred_to_another_medical_facility', 'admission_source_id_Not_Available', 'admission_source_id_Referral', 'admission_source_id_Transferred_from_another_health_care_facility', 'diag_1_Circulatory', 'diag_1_Congenital_Anomalies', 'diag_1_Diabetes', 'diag_1_Digestive', 'diag_1_Endocrine__Nutritional__Metabolic__Immunity', 'diag_1_External_causes_of_injury', 'diag_1_Genitourinary', 'diag_1_Infectious_and_Parasitic', 'diag_1_Injury_and_Poisoning', 'diag_1_Mental_Disorders', 'diag_1_Musculoskeletal_System_and_Connective_Tissue', 'diag_1_Neoplasms', 'diag_1_Nervous', 'diag_1_Other_Symptoms', 'diag_1_Pregnancy__Childbirth', 'diag_1_Respiratory', 'diag_1_Sense_Organs', 'diag_1_Skin_and_Subcutaneous_Tissue', 'diag_2_Circulatory', 'diag_2_Congenital_Anomalies', 'diag_2_Diabetes', 'diag_2_Digestive', 'diag_2_Endocrine__Nutritional__Metabolic__Immunity', 'diag_2_External_causes_of_injury', 'diag_2_Genitourinary', 'diag_2_Infectious_and_Parasitic', 'diag_2_Injury_and_Poisoning', 'diag_2_Mental_Disorders', 'diag_2_Musculoskeletal_System_and_Connective_Tissue', 'diag_2_Neoplasms', 'diag_2_Nervous', 'diag_2_Not_Required', 'diag_2_Other_Symptoms', 'diag_2_Pregnancy__Childbirth', 'diag_2_Respiratory')"
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65)",[0.00102249 0.         0.        ],0.00034083162917518747,"('gender', 'age', 'time_in_hospital', 'num_lab_procedures', 'num_procedures', 'num_medications', 'number_diagnoses', 'metformin', 'repaglinide', 'nateglinide', 'glimepiride', 'glipizide', 'glyburide', 'pioglitazone', 'rosiglitazone', 'insulin', 'glyburide_metformin', 'diabetesMed', 'preceding_year_visits', 'number_changes', 'race_Asian', 'race_Caucasian', 'race_Hispanic', 'race_Other', 'discharge_disposition_id_Discharged_to_home_with_home_health_service', 'discharge_disposition_id_Left_AMA', 'discharge_disposition_id_Not_Available', 'discharge_disposition_id_Still_patient_referred_to_this_institution', 'discharge_disposition_id_Transferred_to_another_medical_facility', 'admission_source_id_Not_Available', 'admission_source_id_Referral', 'admission_source_id_Transferred_from_another_health_care_facility', 'diag_1_Circulatory', 'diag_1_Congenital_Anomalies', 'diag_1_Diabetes', 'diag_1_Digestive', 'diag_1_Endocrine__Nutritional__Metabolic__Immunity', 'diag_1_External_causes_of_injury', 'diag_1_Genitourinary', 'diag_1_Infectious_and_Parasitic', 'diag_1_Injury_and_Poisoning', 'diag_1_Mental_Disorders', 'diag_1_Musculoskeletal_System_and_Connective_Tissue', 'diag_1_Neoplasms', 'diag_1_Nervous', 'diag_1_Other_Symptoms', 'diag_1_Pregnancy__Childbirth', 'diag_1_Respiratory', 'diag_1_Sense_Organs', 'diag_1_Skin_and_Subcutaneous_Tissue', 'diag_2_Circulatory', 'diag_2_Congenital_Anomalies', 'diag_2_Diabetes', 'diag_2_Digestive', 'diag_2_Endocrine__Nutritional__Metabolic__Immunity', 'diag_2_External_causes_of_injury', 'diag_2_Genitourinary', 'diag_2_Infectious_and_Parasitic', 'diag_2_Injury_and_Poisoning', 'diag_2_Mental_Disorders', 'diag_2_Musculoskeletal_System_and_Connective_Tissue', 'diag_2_Neoplasms', 'diag_2_Nervous', 'diag_2_Not_Required', 'diag_2_Other_Symptoms', 'diag_2_Pregnancy__Childbirth')"
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64)",[0.00102249 0.         0.        ],0.00034083162917518747,"('gender', 'age', 'time_in_hospital', 'num_lab_procedures', 'num_procedures', 'num_medications', 'number_diagnoses', 'metformin', 'repaglinide', 'nateglinide', 'glimepiride', 'glipizide', 'glyburide', 'pioglitazone', 'rosiglitazone', 'insulin', 'glyburide_metformin', 'diabetesMed', 'preceding_year_visits', 'number_changes', 'race_Asian', 'race_Caucasian', 'race_Hispanic', 'race_Other', 'discharge_disposition_id_Discharged_to_home_with_home_health_service', 'discharge_disposition_id_Left_AMA', 'discharge_disposition_id_Not_Available', 'discharge_disposition_id_Still_patient_referred_to_this_institution', 'discharge_disposition_id_Transferred_to_another_medical_facility', 'admission_source_id_Not_Available', 'admission_source_id_Referral', 'admission_source_id_Transferred_from_another_health_care_facility', 'diag_1_Circulatory', 'diag_1_Congenital_Anomalies', 'diag_1_Diabetes', 'diag_1_Digestive', 'diag_1_Endocrine__Nutritional__Metabolic__Immunity', 'diag_1_External_causes_of_injury', 'diag_1_Genitourinary', 'diag_1_Infectious_and_Parasitic', 'diag_1_Injury_and_Poisoning', 'diag_1_Mental_Disorders', 'diag_1_Musculoskeletal_System_and_Connective_Tissue', 'diag_1_Neoplasms', 'diag_1_Nervous', 'diag_1_Other_Symptoms', 'diag_1_Pregnancy__Childbirth', 'diag_1_Respiratory', 'diag_1_Sense_Organs', 'diag_1_Skin_and_Subcutaneous_Tissue', 'diag_2_Circulatory', 'diag_2_Congenital_Anomalies', 'diag_2_Diabetes', 'diag_2_Digestive', 'diag_2_Endocrine__Nutritional__Metabolic__Immunity', 'diag_2_External_causes_of_injury', 'diag_2_Genitourinary', 'diag_2_Infectious_and_Parasitic', 'diag_2_Injury_and_Poisoning', 'diag_2_Mental_Disorders', 'diag_2_Musculoskeletal_System_and_Connective_Tissue', 'diag_2_Neoplasms', 'diag_2_Nervous', 'diag_2_Not_Required', 'diag_2_Other_Symptoms')"
